year,city,scenario,temperature_f,precip_mm
1950,San Diego,ssp126,61.66,0.9122
1951,San Diego,ssp126,63.17,1.0744
1952,San Diego,ssp126,61.89,0.9374
1953,San Diego,ssp126,61.9,0.9905
1954,San Diego,ssp126,63.17,0.9152
1955,San Diego,ssp126,62.82,0.637
1956,San Diego,ssp126,61.43,0.6952
1957,San Diego,ssp126,63.08,1.0194
1958,San Diego,ssp126,62.5,1.3755
1959,San Diego,ssp126,60.66,1.6682
1960,San Diego,ssp126,62.1,0.687
1961,San Diego,ssp126,61.64,0.9685
1962,San Diego,ssp126,60.43,1.0815
1963,San Diego,ssp126,61.28,0.8366
1964,San Diego,ssp126,60.81,0.7365
1965,San Diego,ssp126,61.96,0.812
1966,San Diego,ssp126,60.69,1.0973
1967,San Diego,ssp126,60.83,0.9825
1968,San Diego,ssp126,62.3,0.7182
1969,San Diego,ssp126,62.43,0.4072
1970,San Diego,ssp126,61.24,0.6326
1971,San Diego,ssp126,61.97,0.6754
1972,San Diego,ssp126,61.17,0.7099
1973,San Diego,ssp126,62.46,0.6485
1974,San Diego,ssp126,62.01,0.8544
1975,San Diego,ssp126,61.61,0.689
1976,San Diego,ssp126,60.92,0.7687
1977,San Diego,ssp126,61.16,1.7349
1978,San Diego,ssp126,60.64,1.6497
1979,San Diego,ssp126,62.1,1.2157
1980,San Diego,ssp126,62.78,1.1131
1981,San Diego,ssp126,61.54,1.1833
1982,San Diego,ssp126,61.77,1.0294
1983,San Diego,ssp126,61.36,0.77
1984,San Diego,ssp126,59.71,0.7903
1985,San Diego,ssp126,59.6,0.9116
1986,San Diego,ssp126,61.5,0.9023
1987,San Diego,ssp126,60.34,1.101
1988,San Diego,ssp126,60.52,0.8064
1989,San Diego,ssp126,61.59,1.1167
1990,San Diego,ssp126,62.1,1.289
1991,San Diego,ssp126,63.62,0.6918
1992,San Diego,ssp126,62.77,0.6485
1993,San Diego,ssp126,61.79,0.631
1994,San Diego,ssp126,61.29,0.8606
1995,San Diego,ssp126,61.53,0.7134
1996,San Diego,ssp126,61.56,0.5813
1997,San Diego,ssp126,61.92,0.4728
1998,San Diego,ssp126,61.04,1.1556
1999,San Diego,ssp126,61.78,1.2509
2000,San Diego,ssp126,62.51,0.8405
2001,San Diego,ssp126,61.16,1.2772
2002,San Diego,ssp126,61.26,1.2901
2003,San Diego,ssp126,62.77,0.9862
2004,San Diego,ssp126,62.2,1.0405
2005,San Diego,ssp126,62.47,1.0982
2006,San Diego,ssp126,62.47,0.5801
2007,San Diego,ssp126,61.91,0.6962
2008,San Diego,ssp126,62.86,1.0479
2009,San Diego,ssp126,61.82,0.8037
2010,San Diego,ssp126,62.49,0.663
2011,San Diego,ssp126,63.43,0.8562
2012,San Diego,ssp126,62.91,1.0182
2013,San Diego,ssp126,62.24,1.0174
2014,San Diego,ssp126,62.6,0.5568
2015,San Diego,ssp126,61.62,0.3706
2016,San Diego,ssp126,62.66,1.1691
2017,San Diego,ssp126,62.15,1.2843
2018,San Diego,ssp126,62.61,0.4334
2019,San Diego,ssp126,62.56,0.9058
2020,San Diego,ssp126,61.8,1.4691
2021,San Diego,ssp126,63.69,1.0398
2022,San Diego,ssp126,64.21,0.6776
2023,San Diego,ssp126,63.54,0.88
2024,San Diego,ssp126,63.45,0.5209
2025,San Diego,ssp126,64.15,0.4646
2026,San Diego,ssp126,63.47,0.8929
2027,San Diego,ssp126,62.7,0.9174
2028,San Diego,ssp126,62.9,1.1535
2029,San Diego,ssp126,63.39,0.93
2030,San Diego,ssp126,63.46,1.1756
2031,San Diego,ssp126,63.93,1.3141
2032,San Diego,ssp126,64.13,1.0348
2033,San Diego,ssp126,63.59,1.1377
2034,San Diego,ssp126,63.87,1.0638
2035,San Diego,ssp126,64.78,0.6737
2036,San Diego,ssp126,63.62,1.1971
2037,San Diego,ssp126,63.87,1.2505
2038,San Diego,ssp126,64.36,0.8541
2039,San Diego,ssp126,62.29,0.9275
2040,San Diego,ssp126,63.12,0.5905
2041,San Diego,ssp126,64.55,0.9737
2042,San Diego,ssp126,63.86,1.182
2043,San Diego,ssp126,63.79,0.5361
2044,San Diego,ssp126,63.34,0.4291
2045,San Diego,ssp126,64.22,0.9248
2046,San Diego,ssp126,64.37,1.1431
2047,San Diego,ssp126,64.17,0.6708
2048,San Diego,ssp126,64.21,0.8015
2049,San Diego,ssp126,64.32,1.0977
2050,San Diego,ssp126,64.46,1.0647
2051,San Diego,ssp126,63.33,1.1658
2052,San Diego,ssp126,63.67,0.6452
2053,San Diego,ssp126,63.47,0.367
2054,San Diego,ssp126,63.99,0.639
2055,San Diego,ssp126,64.14,0.8525
2056,San Diego,ssp126,64.61,0.9679
2057,San Diego,ssp126,63.43,0.8177
2058,San Diego,ssp126,64.33,0.694
2059,San Diego,ssp126,65.0,0.7437
2060,San Diego,ssp126,65.6,0.5649
2061,San Diego,ssp126,64.55,1.163
2062,San Diego,ssp126,65.11,1.1677
2063,San Diego,ssp126,64.66,0.7948
2064,San Diego,ssp126,64.11,0.6736
2065,San Diego,ssp126,64.42,0.679
2066,San Diego,ssp126,65.55,0.6803
2067,San Diego,ssp126,64.54,0.7196
2068,San Diego,ssp126,64.67,0.8608
2069,San Diego,ssp126,65.15,0.4721
2070,San Diego,ssp126,64.15,0.7012
2071,San Diego,ssp126,62.41,0.9941
2072,San Diego,ssp126,64.1,0.9807
2073,San Diego,ssp126,64.29,0.6711
2074,San Diego,ssp126,64.33,0.9018
2075,San Diego,ssp126,63.39,1.005
2076,San Diego,ssp126,63.49,0.8884
2077,San Diego,ssp126,64.09,1.3473
2078,San Diego,ssp126,64.52,0.6959
2079,San Diego,ssp126,64.19,0.578
2080,San Diego,ssp126,62.54,1.0099
2081,San Diego,ssp126,63.5,0.9736
2082,San Diego,ssp126,64.4,1.1019
2083,San Diego,ssp126,64.5,0.6978
2084,San Diego,ssp126,64.9,0.777
2085,San Diego,ssp126,63.74,0.885
2086,San Diego,ssp126,64.65,0.9239
2087,San Diego,ssp126,64.2,1.0302
2088,San Diego,ssp126,64.43,0.914
2089,San Diego,ssp126,64.32,0.6754
2090,San Diego,ssp126,64.34,0.8659
2091,San Diego,ssp126,65.19,0.6356
2092,San Diego,ssp126,65.14,0.7339
2093,San Diego,ssp126,64.63,0.9118
2094,San Diego,ssp126,65.61,0.7175
2095,San Diego,ssp126,63.57,0.8852
2096,San Diego,ssp126,63.32,0.6384
2097,San Diego,ssp126,63.76,1.0148
2098,San Diego,ssp126,64.02,1.063
2099,San Diego,ssp126,63.29,1.1844
2100,San Diego,ssp126,63.9,1.1932
1950,Los Angeles,ssp126,58.43,1.3342
1951,Los Angeles,ssp126,60.14,1.1708
1952,Los Angeles,ssp126,58.89,1.1752
1953,Los Angeles,ssp126,58.92,0.9877
1954,Los Angeles,ssp126,60.6,1.2213
1955,Los Angeles,ssp126,60.55,0.8498
1956,Los Angeles,ssp126,58.74,0.8724
1957,Los Angeles,ssp126,59.64,1.3239
1958,Los Angeles,ssp126,59.48,1.8654
1959,Los Angeles,ssp126,56.97,2.1889
1960,Los Angeles,ssp126,59.34,0.7774
1961,Los Angeles,ssp126,58.48,1.1396
1962,Los Angeles,ssp126,57.24,1.2441
1963,Los Angeles,ssp126,58.4,1.136
1964,Los Angeles,ssp126,58.49,0.7619
1965,Los Angeles,ssp126,59.08,1.1131
1966,Los Angeles,ssp126,56.88,1.6316
1967,Los Angeles,ssp126,57.25,1.3285
1968,Los Angeles,ssp126,59.1,0.9777
1969,Los Angeles,ssp126,60.03,0.6589
1970,Los Angeles,ssp126,58.47,1.1674
1971,Los Angeles,ssp126,58.89,1.1174
1972,Los Angeles,ssp126,58.99,0.8609
1973,Los Angeles,ssp126,60.02,0.6875
1974,Los Angeles,ssp126,59.54,0.8627
1975,Los Angeles,ssp126,59.06,0.8184
1976,Los Angeles,ssp126,58.31,1.1372
1977,Los Angeles,ssp126,58.43,2.2347
1978,Los Angeles,ssp126,56.84,2.607
1979,Los Angeles,ssp126,58.68,1.8055
1980,Los Angeles,ssp126,59.85,1.2063
1981,Los Angeles,ssp126,58.03,1.3324
1982,Los Angeles,ssp126,58.39,1.4011
1983,Los Angeles,ssp126,58.26,1.1007
1984,Los Angeles,ssp126,56.92,1.1016
1985,Los Angeles,ssp126,56.97,1.0609
1986,Los Angeles,ssp126,59.06,1.1814
1987,Los Angeles,ssp126,57.42,1.3756
1988,Los Angeles,ssp126,57.99,1.2666
1989,Los Angeles,ssp126,58.93,1.5555
1990,Los Angeles,ssp126,58.44,1.7819
1991,Los Angeles,ssp126,60.21,1.2617
1992,Los Angeles,ssp126,59.76,1.0058
1993,Los Angeles,ssp126,58.94,0.8085
1994,Los Angeles,ssp126,58.21,1.1058
1995,Los Angeles,ssp126,58.84,0.9204
1996,Los Angeles,ssp126,59.92,0.7745
1997,Los Angeles,ssp126,59.3,0.7129
1998,Los Angeles,ssp126,57.51,1.5666
1999,Los Angeles,ssp126,58.51,1.6872
2000,Los Angeles,ssp126,60.09,1.2068
2001,Los Angeles,ssp126,58.25,1.765
2002,Los Angeles,ssp126,58.22,1.5985
2003,Los Angeles,ssp126,60.34,1.0525
2004,Los Angeles,ssp126,59.28,1.5806
2005,Los Angeles,ssp126,60.04,1.4476
2006,Los Angeles,ssp126,59.78,0.8841
2007,Los Angeles,ssp126,59.31,0.7782
2008,Los Angeles,ssp126,60.49,1.0921
2009,Los Angeles,ssp126,59.07,1.1593
2010,Los Angeles,ssp126,59.55,0.972
2011,Los Angeles,ssp126,60.79,1.0949
2012,Los Angeles,ssp126,59.89,1.3136
2013,Los Angeles,ssp126,59.64,1.3582
2014,Los Angeles,ssp126,60.92,0.698
2015,Los Angeles,ssp126,60.02,0.4182
2016,Los Angeles,ssp126,60.76,1.4822
2017,Los Angeles,ssp126,59.45,1.7956
2018,Los Angeles,ssp126,61.02,0.4439
2019,Los Angeles,ssp126,60.7,0.9557
2020,Los Angeles,ssp126,59.48,1.8507
2021,Los Angeles,ssp126,60.48,1.6249
2022,Los Angeles,ssp126,61.81,0.7913
2023,Los Angeles,ssp126,60.7,1.3014
2024,Los Angeles,ssp126,60.7,0.9254
2025,Los Angeles,ssp126,62.25,0.7388
2026,Los Angeles,ssp126,61.01,1.3287
2027,Los Angeles,ssp126,60.27,1.2686
2028,Los Angeles,ssp126,59.77,1.4909
2029,Los Angeles,ssp126,60.5,1.3227
2030,Los Angeles,ssp126,60.82,1.4674
2031,Los Angeles,ssp126,60.4,1.5807
2032,Los Angeles,ssp126,61.53,1.322
2033,Los Angeles,ssp126,60.59,1.6669
2034,Los Angeles,ssp126,60.8,1.7035
2035,Los Angeles,ssp126,62.27,0.9534
2036,Los Angeles,ssp126,60.63,1.6565
2037,Los Angeles,ssp126,60.76,1.8186
2038,Los Angeles,ssp126,60.86,1.492
2039,Los Angeles,ssp126,59.25,1.5344
2040,Los Angeles,ssp126,60.95,0.7718
2041,Los Angeles,ssp126,61.29,1.423
2042,Los Angeles,ssp126,60.63,1.4688
2043,Los Angeles,ssp126,61.14,0.7381
2044,Los Angeles,ssp126,61.63,0.7656
2045,Los Angeles,ssp126,61.78,1.3659
2046,Los Angeles,ssp126,61.62,1.2956
2047,Los Angeles,ssp126,62.04,0.8156
2048,Los Angeles,ssp126,61.51,1.1837
2049,Los Angeles,ssp126,61.3,1.6576
2050,Los Angeles,ssp126,61.86,1.2808
2051,Los Angeles,ssp126,60.04,1.3439
2052,Los Angeles,ssp126,61.19,0.7516
2053,Los Angeles,ssp126,61.38,0.5943
2054,Los Angeles,ssp126,61.95,0.7705
2055,Los Angeles,ssp126,62.0,0.9758
2056,Los Angeles,ssp126,62.09,1.4028
2057,Los Angeles,ssp126,60.63,1.4397
2058,Los Angeles,ssp126,61.67,1.1571
2059,Los Angeles,ssp126,62.38,1.0213
2060,Los Angeles,ssp126,63.31,0.6319
2061,Los Angeles,ssp126,61.42,1.3781
2062,Los Angeles,ssp126,61.88,1.577
2063,Los Angeles,ssp126,61.95,0.9322
2064,Los Angeles,ssp126,61.58,0.7983
2065,Los Angeles,ssp126,62.5,0.6916
2066,Los Angeles,ssp126,62.86,1.1092
2067,Los Angeles,ssp126,61.9,1.0716
2068,Los Angeles,ssp126,61.9,1.1128
2069,Los Angeles,ssp126,62.57,0.8828
2070,Los Angeles,ssp126,62.05,1.0522
2071,Los Angeles,ssp126,60.12,1.3145
2072,Los Angeles,ssp126,61.54,1.3761
2073,Los Angeles,ssp126,62.43,0.8654
2074,Los Angeles,ssp126,62.31,1.0787
2075,Los Angeles,ssp126,60.56,1.2022
2076,Los Angeles,ssp126,61.49,1.049
2077,Los Angeles,ssp126,60.48,2.0392
2078,Los Angeles,ssp126,61.44,0.9874
2079,Los Angeles,ssp126,61.75,0.8137
2080,Los Angeles,ssp126,60.25,1.1439
2081,Los Angeles,ssp126,61.22,1.1873
2082,Los Angeles,ssp126,60.98,1.5487
2083,Los Angeles,ssp126,61.63,1.1326
2084,Los Angeles,ssp126,62.34,1.0913
2085,Los Angeles,ssp126,61.39,0.9781
2086,Los Angeles,ssp126,61.05,1.3538
2087,Los Angeles,ssp126,61.85,1.2826
2088,Los Angeles,ssp126,61.7,1.2313
2089,Los Angeles,ssp126,61.16,1.0474
2090,Los Angeles,ssp126,61.6,1.1935
2091,Los Angeles,ssp126,62.44,1.1702
2092,Los Angeles,ssp126,62.18,1.24
2093,Los Angeles,ssp126,61.4,1.1102
2094,Los Angeles,ssp126,62.75,1.1351
2095,Los Angeles,ssp126,60.89,1.0712
2096,Los Angeles,ssp126,60.94,1.1497
2097,Los Angeles,ssp126,61.0,1.313
2098,Los Angeles,ssp126,60.73,1.2089
2099,Los Angeles,ssp126,60.1,1.3877
2100,Los Angeles,ssp126,61.14,1.4436
1950,New York,ssp126,49.97,3.7111
1951,New York,ssp126,49.54,3.6892
1952,New York,ssp126,48.91,4.0896
1953,New York,ssp126,48.89,3.8048
1954,New York,ssp126,48.73,4.5208
1955,New York,ssp126,49.08,4.1378
1956,New York,ssp126,49.18,3.5818
1957,New York,ssp126,48.76,3.3225
1958,New York,ssp126,47.83,4.2348
1959,New York,ssp126,47.89,4.0914
1960,New York,ssp126,46.81,3.5414
1961,New York,ssp126,47.72,3.443
1962,New York,ssp126,48.45,4.2595
1963,New York,ssp126,48.71,3.7668
1964,New York,ssp126,47.91,4.1837
1965,New York,ssp126,47.35,4.2234
1966,New York,ssp126,48.33,3.8536
1967,New York,ssp126,47.88,4.3041
1968,New York,ssp126,48.33,3.9765
1969,New York,ssp126,48.08,4.1856
1970,New York,ssp126,47.96,3.516
1971,New York,ssp126,48.48,3.7752
1972,New York,ssp126,48.98,3.6992
1973,New York,ssp126,48.27,3.4155
1974,New York,ssp126,48.62,3.6473
1975,New York,ssp126,49.08,3.8299
1976,New York,ssp126,46.69,3.2751
1977,New York,ssp126,47.69,4.1224
1978,New York,ssp126,49.37,3.8149
1979,New York,ssp126,50.17,4.1576
1980,New York,ssp126,49.31,3.6946
1981,New York,ssp126,47.75,3.3172
1982,New York,ssp126,48.59,3.82
1983,New York,ssp126,47.51,3.6033
1984,New York,ssp126,48.12,3.7064
1985,New York,ssp126,48.26,3.6128
1986,New York,ssp126,47.74,3.71
1987,New York,ssp126,48.12,3.4447
1988,New York,ssp126,48.13,3.5509
1989,New York,ssp126,49.67,4.2016
1990,New York,ssp126,48.49,4.405
1991,New York,ssp126,48.84,3.6483
1992,New York,ssp126,48.35,2.8417
1993,New York,ssp126,47.65,3.5531
1994,New York,ssp126,48.15,4.3337
1995,New York,ssp126,48.91,4.0531
1996,New York,ssp126,48.46,3.6518
1997,New York,ssp126,47.44,3.4536
1998,New York,ssp126,48.42,3.5291
1999,New York,ssp126,47.85,3.7821
2000,New York,ssp126,47.31,4.2724
2001,New York,ssp126,49.85,4.4839
2002,New York,ssp126,48.85,4.201
2003,New York,ssp126,46.56,3.3114
2004,New York,ssp126,49.46,3.5717
2005,New York,ssp126,50.12,3.7747
2006,New York,ssp126,49.98,4.1247
2007,New York,ssp126,49.01,3.9423
2008,New York,ssp126,50.77,3.6527
2009,New York,ssp126,50.51,3.7017
2010,New York,ssp126,49.35,3.5787
2011,New York,ssp126,49.63,4.4034
2012,New York,ssp126,49.07,3.8589
2013,New York,ssp126,50.52,3.7755
2014,New York,ssp126,49.41,3.1939
2015,New York,ssp126,51.56,3.774
2016,New York,ssp126,50.79,4.2769
2017,New York,ssp126,51.96,3.9651
2018,New York,ssp126,51.41,4.4056
2019,New York,ssp126,49.75,4.4
2020,New York,ssp126,50.29,3.6101
2021,New York,ssp126,51.15,3.5558
2022,New York,ssp126,51.16,4.3964
2023,New York,ssp126,50.73,4.0356
2024,New York,ssp126,50.86,4.1797
2025,New York,ssp126,50.44,3.7945
2026,New York,ssp126,50.46,3.7143
2027,New York,ssp126,50.44,3.915
2028,New York,ssp126,50.9,3.911
2029,New York,ssp126,51.2,4.0006
2030,New York,ssp126,50.78,4.1588
2031,New York,ssp126,50.43,4.0048
2032,New York,ssp126,49.88,3.9622
2033,New York,ssp126,50.76,4.0192
2034,New York,ssp126,52.24,4.7386
2035,New York,ssp126,51.11,4.4251
2036,New York,ssp126,50.72,4.0996
2037,New York,ssp126,50.63,4.3634
2038,New York,ssp126,51.26,4.4144
2039,New York,ssp126,50.76,3.8206
2040,New York,ssp126,51.22,4.2446
2041,New York,ssp126,52.16,4.1551
2042,New York,ssp126,51.93,3.8974
2043,New York,ssp126,51.76,3.9601
2044,New York,ssp126,49.88,4.2598
2045,New York,ssp126,49.99,4.2165
2046,New York,ssp126,52.08,4.5867
2047,New York,ssp126,50.7,4.7776
2048,New York,ssp126,51.14,3.8074
2049,New York,ssp126,52.83,3.9992
2050,New York,ssp126,51.87,3.9727
2051,New York,ssp126,51.22,4.4568
2052,New York,ssp126,51.76,3.8339
2053,New York,ssp126,51.68,4.2322
2054,New York,ssp126,51.83,4.5347
2055,New York,ssp126,52.09,5.1183
2056,New York,ssp126,52.44,5.3396
2057,New York,ssp126,52.12,4.4555
2058,New York,ssp126,51.91,3.371
2059,New York,ssp126,52.27,3.5006
2060,New York,ssp126,50.37,4.8108
2061,New York,ssp126,51.69,4.8619
2062,New York,ssp126,52.31,4.3722
2063,New York,ssp126,53.22,4.2829
2064,New York,ssp126,51.57,4.312
2065,New York,ssp126,51.17,4.7172
2066,New York,ssp126,52.12,4.7717
2067,New York,ssp126,51.21,4.3425
2068,New York,ssp126,51.86,4.2757
2069,New York,ssp126,53.04,4.2606
2070,New York,ssp126,53.34,3.9466
2071,New York,ssp126,52.53,4.1411
2072,New York,ssp126,52.54,4.0399
2073,New York,ssp126,51.81,4.5042
2074,New York,ssp126,51.51,3.8534
2075,New York,ssp126,52.55,4.6346
2076,New York,ssp126,53.78,3.515
2077,New York,ssp126,53.12,4.2966
2078,New York,ssp126,52.18,4.7297
2079,New York,ssp126,52.17,3.6826
2080,New York,ssp126,52.1,3.6773
2081,New York,ssp126,51.46,4.4811
2082,New York,ssp126,52.03,3.8289
2083,New York,ssp126,51.83,3.9414
2084,New York,ssp126,52.52,3.2723
2085,New York,ssp126,51.66,4.1798
2086,New York,ssp126,50.92,4.3205
2087,New York,ssp126,52.24,3.8723
2088,New York,ssp126,52.74,4.0493
2089,New York,ssp126,52.51,4.2746
2090,New York,ssp126,51.93,3.8449
2091,New York,ssp126,51.74,3.7653
2092,New York,ssp126,52.42,5.0991
2093,New York,ssp126,52.4,4.1978
2094,New York,ssp126,50.97,4.326
2095,New York,ssp126,52.02,4.5596
2096,New York,ssp126,52.49,4.5036
2097,New York,ssp126,51.1,4.7632
2098,New York,ssp126,50.42,4.7984
2099,New York,ssp126,50.69,3.7667
2100,New York,ssp126,51.73,4.5178
1950,Miami,ssp126,73.59,2.4015
1951,Miami,ssp126,74.49,1.9046
1952,Miami,ssp126,74.46,2.5518
1953,Miami,ssp126,74.04,3.1191
1954,Miami,ssp126,73.85,2.0431
1955,Miami,ssp126,73.67,2.3526
1956,Miami,ssp126,74.81,1.8679
1957,Miami,ssp126,74.08,2.119
1958,Miami,ssp126,73.8,2.6818
1959,Miami,ssp126,73.83,2.5709
1960,Miami,ssp126,73.78,2.3081
1961,Miami,ssp126,73.43,2.3999
1962,Miami,ssp126,74.96,1.7305
1963,Miami,ssp126,74.44,2.5129
1964,Miami,ssp126,73.78,2.5661
1965,Miami,ssp126,72.71,2.9093
1966,Miami,ssp126,74.61,2.2291
1967,Miami,ssp126,75.01,2.4599
1968,Miami,ssp126,74.32,3.1807
1969,Miami,ssp126,73.86,2.6847
1970,Miami,ssp126,74.49,2.3333
1971,Miami,ssp126,73.94,2.2402
1972,Miami,ssp126,74.03,1.9132
1973,Miami,ssp126,73.95,2.0872
1974,Miami,ssp126,75.42,2.2484
1975,Miami,ssp126,74.85,2.8332
1976,Miami,ssp126,73.36,3.0254
1977,Miami,ssp126,74.29,2.0458
1978,Miami,ssp126,74.53,1.9577
1979,Miami,ssp126,75.33,1.5525
1980,Miami,ssp126,74.95,1.5834
1981,Miami,ssp126,74.41,2.477
1982,Miami,ssp126,73.62,3.2611
1983,Miami,ssp126,73.52,3.172
1984,Miami,ssp126,74.87,2.4132
1985,Miami,ssp126,74.4,2.9677
1986,Miami,ssp126,74.25,2.3577
1987,Miami,ssp126,74.74,2.5394
1988,Miami,ssp126,74.74,2.1695
1989,Miami,ssp126,74.96,2.3393
1990,Miami,ssp126,73.45,3.0323
1991,Miami,ssp126,74.12,2.5552
1992,Miami,ssp126,74.11,2.1693
1993,Miami,ssp126,74.13,2.1749
1994,Miami,ssp126,74.38,2.3917
1995,Miami,ssp126,74.5,2.0096
1996,Miami,ssp126,73.74,2.8025
1997,Miami,ssp126,74.5,2.1964
1998,Miami,ssp126,74.4,2.445
1999,Miami,ssp126,74.6,2.9113
2000,Miami,ssp126,74.61,3.269
2001,Miami,ssp126,75.14,2.3696
2002,Miami,ssp126,74.78,2.3368
2003,Miami,ssp126,74.87,1.7721
2004,Miami,ssp126,74.4,2.3502
2005,Miami,ssp126,74.99,2.8294
2006,Miami,ssp126,75.1,2.3254
2007,Miami,ssp126,74.63,1.7393
2008,Miami,ssp126,75.2,1.963
2009,Miami,ssp126,75.73,2.0338
2010,Miami,ssp126,75.44,2.8593
2011,Miami,ssp126,76.08,2.147
2012,Miami,ssp126,76.02,2.1931
2013,Miami,ssp126,74.53,2.2033
2014,Miami,ssp126,75.01,2.0609
2015,Miami,ssp126,76.2,2.0861
2016,Miami,ssp126,75.83,2.4574
2017,Miami,ssp126,74.89,3.217
2018,Miami,ssp126,75.77,2.2471
2019,Miami,ssp126,75.02,3.0453
2020,Miami,ssp126,75.96,2.063
2021,Miami,ssp126,74.6,2.6099
2022,Miami,ssp126,75.48,2.6572
2023,Miami,ssp126,75.28,2.4595
2024,Miami,ssp126,75.67,1.6779
2025,Miami,ssp126,75.92,2.564
2026,Miami,ssp126,75.64,2.5737
2027,Miami,ssp126,75.49,2.3925
2028,Miami,ssp126,74.85,2.0856
2029,Miami,ssp126,75.54,1.7348
2030,Miami,ssp126,75.94,2.1001
2031,Miami,ssp126,76.06,2.3281
2032,Miami,ssp126,76.67,2.1407
2033,Miami,ssp126,76.56,2.2026
2034,Miami,ssp126,75.85,1.9711
2035,Miami,ssp126,75.66,2.372
2036,Miami,ssp126,75.86,2.9014
2037,Miami,ssp126,75.88,2.7784
2038,Miami,ssp126,75.52,2.4604
2039,Miami,ssp126,75.97,2.7328
2040,Miami,ssp126,76.41,2.8616
2041,Miami,ssp126,76.09,3.4999
2042,Miami,ssp126,75.77,3.2956
2043,Miami,ssp126,75.81,2.0561
2044,Miami,ssp126,75.42,2.3326
2045,Miami,ssp126,75.14,2.4832
2046,Miami,ssp126,75.31,3.1476
2047,Miami,ssp126,76.34,2.6038
2048,Miami,ssp126,76.14,2.799
2049,Miami,ssp126,76.72,2.3771
2050,Miami,ssp126,76.03,1.9948
2051,Miami,ssp126,75.65,2.3911
2052,Miami,ssp126,75.43,2.7178
2053,Miami,ssp126,76.73,2.4182
2054,Miami,ssp126,76.82,2.5647
2055,Miami,ssp126,77.05,1.9341
2056,Miami,ssp126,76.91,1.6575
2057,Miami,ssp126,76.69,2.4327
2058,Miami,ssp126,76.09,2.2402
2059,Miami,ssp126,76.1,2.1405
2060,Miami,ssp126,76.31,2.1377
2061,Miami,ssp126,76.2,2.2383
2062,Miami,ssp126,77.01,2.611
2063,Miami,ssp126,77.45,2.0205
2064,Miami,ssp126,77.35,2.4874
2065,Miami,ssp126,76.66,3.0501
2066,Miami,ssp126,76.22,3.0562
2067,Miami,ssp126,75.66,2.4297
2068,Miami,ssp126,76.32,2.1271
2069,Miami,ssp126,76.62,3.0196
2070,Miami,ssp126,76.91,3.0392
2071,Miami,ssp126,77.5,2.3963
2072,Miami,ssp126,76.97,2.404
2073,Miami,ssp126,76.38,3.0142
2074,Miami,ssp126,76.11,3.034
2075,Miami,ssp126,76.64,2.7404
2076,Miami,ssp126,75.91,2.4986
2077,Miami,ssp126,75.7,2.8747
2078,Miami,ssp126,75.14,2.7116
2079,Miami,ssp126,77.15,2.1619
2080,Miami,ssp126,76.17,2.978
2081,Miami,ssp126,76.08,3.0015
2082,Miami,ssp126,76.31,3.048
2083,Miami,ssp126,76.1,1.983
2084,Miami,ssp126,76.32,2.1464
2085,Miami,ssp126,76.3,2.4271
2086,Miami,ssp126,76.32,2.9131
2087,Miami,ssp126,76.99,2.5339
2088,Miami,ssp126,77.13,2.1952
2089,Miami,ssp126,77.04,3.2566
2090,Miami,ssp126,76.02,3.0165
2091,Miami,ssp126,75.27,2.547
2092,Miami,ssp126,76.38,2.2767
2093,Miami,ssp126,76.15,3.5933
2094,Miami,ssp126,76.14,2.5836
2095,Miami,ssp126,76.89,3.8601
2096,Miami,ssp126,76.52,2.9747
2097,Miami,ssp126,75.36,3.1318
2098,Miami,ssp126,75.68,3.103
2099,Miami,ssp126,76.54,2.6653
2100,Miami,ssp126,76.61,2.7829
1950,Phoenix,ssp126,64.09,1.0378
1951,Phoenix,ssp126,65.75,1.0047
1952,Phoenix,ssp126,63.63,1.6167
1953,Phoenix,ssp126,63.07,1.5771
1954,Phoenix,ssp126,64.63,1.3215
1955,Phoenix,ssp126,65.5,1.0765
1956,Phoenix,ssp126,63.91,1.1856
1957,Phoenix,ssp126,65.68,0.9442
1958,Phoenix,ssp126,63.99,1.8518
1959,Phoenix,ssp126,61.73,2.5279
1960,Phoenix,ssp126,63.17,1.3895
1961,Phoenix,ssp126,62.85,1.2811
1962,Phoenix,ssp126,62.07,1.2372
1963,Phoenix,ssp126,63.61,1.3031
1964,Phoenix,ssp126,63.97,0.9611
1965,Phoenix,ssp126,64.65,1.1561
1966,Phoenix,ssp126,61.81,1.8066
1967,Phoenix,ssp126,62.71,1.5206
1968,Phoenix,ssp126,63.84,1.092
1969,Phoenix,ssp126,64.23,0.9491
1970,Phoenix,ssp126,63.47,1.1239
1971,Phoenix,ssp126,64.69,0.8328
1972,Phoenix,ssp126,63.2,0.9072
1973,Phoenix,ssp126,64.39,1.0106
1974,Phoenix,ssp126,64.39,1.0548
1975,Phoenix,ssp126,63.57,1.2105
1976,Phoenix,ssp126,63.47,1.1018
1977,Phoenix,ssp126,62.9,1.9273
1978,Phoenix,ssp126,62.27,1.9975
1979,Phoenix,ssp126,64.08,1.579
1980,Phoenix,ssp126,65.92,1.1512
1981,Phoenix,ssp126,62.55,1.6259
1982,Phoenix,ssp126,63.43,1.5623
1983,Phoenix,ssp126,62.49,1.4408
1984,Phoenix,ssp126,62.6,1.0762
1985,Phoenix,ssp126,61.99,1.357
1986,Phoenix,ssp126,63.13,1.5835
1987,Phoenix,ssp126,61.87,1.4862
1988,Phoenix,ssp126,63.66,1.0259
